Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Brandon Clarke,PF,23,MEM,58,1300,20.9,.663,.134,.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,.183,2.4,0.7,3.1,1.7
Jordan Clarkson,SG,27,TOT,71,1705,17.3,.574,.476,.190,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,2.4,1.0,3.4,.096,2.4,-1.3,1.1,1.3
Jordan Clarkson,SG,27,CLE,29,666,18.6,.581,.488,.264,3.5,8.1,5.8,17.0,1.2,1.0,9.7,25.9,1.4,0.1,1.5,.107,4.1,-1.4,2.7,0.8
Jordan Clarkson,SG,27,UTA,42,1039,16.5,.569,.470,.146,3.2,9.1,6.3,10.8,1.4,0.6,9.2,26.7,1.0,0.9,1.9,.089,1.3,-1.2,0.1,0.5
Nicolas Claxton,PF,20,BRK,15,187,14.8,.577,.146,.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,0.3,0.2,0.5,.121,-0.7,0.0,-0.6,0.1
Chris Clemons,SG,22,HOU,33,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,0.1,0.2,0.4,.058,0.3,-1.3,-1.0,0.1
Antonius Cleveland,SG,25,DAL,11,46,2.5,.340,.214,.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,-0.1,0.0,-0.1,-0.076,-9.0,-1.0,-10.1,-0.1
Amir Coffey,SG,22,LAC,18,159,8.5,.493,.352,.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,0.0,0.2,0.1,.041,-4.2,0.1,-4.1,-0.1
John Collins,PF,22,ATL,41,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.2,4.9,.174,3.7,-0.6,3.1,1.7
Zach Collins,PF,22,POR,11,290,9.9,.538,.279,.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,0.2,0.1,0.3,.052,-1.7,-1.4,-3.1,-0.1
Mike Conley,PG,32,UTA,47,1363,14.1,.537,.451,.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,1.4,1.1,2.5,.089,0.7,-0.4,0.3,0.8
Pat Connaughton,SG,27,MIL,67,1243,11.5,.565,.551,.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,1.1,2.3,3.4,.130,-0.9,1.5,0.6,0.8
Quinn Cook,PG,26,LAL,44,508,10.0,.509,.397,.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,-0.2,0.5,0.3,.030,-2.3,-1.4,-3.8,-0.2
Tyler Cook,PF,22,TOT,13,54,19.4,.741,.000,.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,0.2,0.0,0.2,.182,0.3,-0.7,-0.4,0.0
Tyler Cook,PF,22,CLE,11,35,23.9,.752,.000,.600,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,0.2,0.0,0.2,.244,2.9,-0.6,2.3,0.0
Tyler Cook,PF,22,DEN,2,19,11.3,.694,.000,1.000,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,0.0,0.0,0.0,.069,-4.5,-0.9,-5.4,0.0
Robert Covington,PF-C,29,TOT,70,2137,13.3,.559,.664,.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,0.7,3.0,3.7,.083,-1.2,1.3,0.0,1.1
Robert Covington,PF,29,MIN,48,1411,13.5,.572,.629,.190,2.6,19.5,10.7,5.9,2.6,2.6,12.0,17.8,0.5,1.8,2.3,.078,-1.2,1.2,0.0,0.7
Robert Covington,C,29,HOU,22,726,13.1,.531,.740,.132,3.9,21.7,12.7,6.1,2.2,5.7,11.1,15.4,0.2,1.2,1.4,.094,-1.2,1.3,0.1,0.4
Allen Crabbe,SG,27,TOT,37,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.2,-0.1,-0.007,-3.8,-1.5,-5.3,-0.5
Allen Crabbe,SG,27,ATL,28,522,7.2,.482,.650,.084,2.0,11.5,6.7,7.3,1.3,0.6,7.5,12.7,-0.1,0.1,0.1,.009,-3.1,-1.1,-4.1,-0.3
Allen Crabbe,SG,27,MIN,9,131,1.1,.416,.765,.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,-0.2,0.0,-0.2,-0.068,-6.7,-3.2,-9.9,-0.3
Torrey Craig,SF,29,DEN,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,.091,-2.0,-0.3,-2.3,-0.1
Jamal Crawford,SG,39,BRK,1,6,33.2,.625,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,0.1,0.0,0.1,.492,12.4,2.6,15.0,0.0
Jae Crowder,SF,29,TOT,65,1875,12.5,.553,.700,.222,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,1.6,2.2,3.8,.098,-0.5,0.4,-0.1,0.9
Jae Crowder,SF,29,MEM,45,1322,11.0,.507,.667,.238,3.2,18.5,11.0,12.2,1.7,0.9,10.9,15.6,0.5,1.4,1.9,.069,-1.4,0.2,-1.2,0.3
Jae Crowder,SF,29,MIA,20,553,16.3,.669,.780,.183,2.5,18.5,10.8,9.7,2.2,1.8,7.8,15.3,1.2,0.8,1.9,.169,1.7,0.8,2.5,0.6
Jarrett Culver,SG,20,MIN,63,1506,9.6,.467,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8
Seth Curry,SG,29,DAL,64,1576,15.5,.643,.559,.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,.130,1.7,-0.9,0.8,1.2
Stephen Curry,PG,31,GSW,5,139,21.7,.557,.598,.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,.103,4.5,-0.6,3.9,0.2
Troy Daniels,SG,28,TOT,47,532,8.4,.518,.710,.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,0.1,0.5,0.6,.056,-1.7,-1.2,-2.9,-0.1
Troy Daniels,SG,28,LAL,41,456,9.0,.527,.709,.101,2.9,8.1,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,.069,-1.2,-1.1,-2.2,0.0
Troy Daniels,SG,28,DEN,6,76,5.3,.464,.714,.000,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1
Anthony Davis,PF,26,LAL,62,2131,27.4,.610,.199,.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,11.1,.250,5.4,2.6,8.0,5.4
Ed Davis,C,30,UTA,28,303,9.5,.489,.000,.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,.102,-4.6,1.5,-3.2,-0.1
Terence Davis,SG,22,TOR,72,1209,13.8,.588,.555,.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,.122,0.1,0.7,0.8,0.8
Dewayne Dedmon,C,30,TOT,44,774,9.4,.473,.420,.141,8.5,27.6,17.8,4.0,1.5,4.8,17.4,18.1,-1.0,1.0,0.1,.005,-5.8,0.0,-5.8,-0.7
Dewayne Dedmon,C,30,SAC,34,541,8.5,.477,.415,.164,9.3,25.8,17.4,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-0.1,-0.007,-6.3,-0.1,-6.4,-0.6
Dewayne Dedmon,C,30,ATL,10,233,11.4,.463,.429,.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,-0.2,0.3,0.2,.032,-4.6,0.1,-4.5,-0.1
Matthew Dellavedova,PG,29,CLE,57,821,8.1,.463,.520,.211,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,0.1,0.1,0.2,.011,-3.6,-1.6,-5.2,-0.7
DeMar DeRozan,SF,30,SAS,68,2316,21.6,.603,.033,.430,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,.151,2.3,-0.4,1.9,2.3
Cheick Diallo,C,23,PHO,47,479,16.5,.688,.021,.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,0.8,0.5,1.3,.132,-1.1,-0.2,-1.3,0.1
Hamidou Diallo,SF,21,OKC,46,896,9.3,.491,.193,.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,.022,-4.2,0.3,-3.9,-0.4
Gorgui Dieng,C,30,TOT,63,1096,17.1,.568,.418,.277,8.5,25.8,17.0,9.7,2.2,4.5,12.8,17.6,1.3,1.7,2.9,.129,-0.2,1.8,1.5,1.0
Gorgui Dieng,C,30,MIN,46,778,17.8,.563,.433,.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,.129,0.3,1.5,1.8,0.7
Gorgui Dieng,C,30,MEM,17,318,15.5,.583,.368,.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,0.3,0.6,0.9,.130,-1.5,2.5,1.0,0.2
Spencer Dinwiddie,SG,26,BRK,64,1994,17.8,.541,.392,.437,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,.116,2.7,-0.8,1.8,1.9
Donte DiVincenzo,SG,23,MIL,66,1520,14.1,.557,.484,.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,.135,-1.1,2.4,1.3,1.3
Luka DonÄiÄ‡,PG,20,DAL,61,2047,27.6,.585,.431,.448,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,.207,7.4,1.0,8.4,5.4
Luguentz Dort,SG,20,OKC,36,820,7.6,.506,.463,.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,.049,-4.1,0.4,-3.7,-0.4
Damyean Dotson,SG,25,NYK,48,836,10.9,.527,.562,.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,.053,-0.9,-0.5,-1.5,0.1
Sekou Doumbouya,SF,19,DET,38,754,6.2,.474,.415,.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.020,-5.3,-1.4,-6.7,-0.9
PJ Dozier,PG,23,DEN,29,412,11.6,.495,.312,.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,.044,-2.6,-1.3,-3.9,-0.2
Goran DragiÄ‡,PG,33,MIA,59,1663,16.3,.573,.467,.340,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,.102,1.4,-1.6,-0.1,0.8
Andre Drummond,C,26,TOT,57,1879,22.0,.553,.045,.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,0.6,3.6,4.2,.108,-0.1,1.1,0.9,1.4
Andre Drummond,C,26,DET,49,1654,22.1,.550,.031,.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,0.7,3.3,4.0,.116,0.0,1.2,1.1,1.3
Andre Drummond,C,26,CLE,8,225,21.1,.573,.133,.371,11.7,32.4,22.0,10.8,2.6,4.2,19.2,28.7,-0.1,0.3,0.3,.053,-0.9,0.4,-0.4,0.1
Jared Dudley,SF,34,LAL,45,364,7.8,.558,.700,.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,0.3,0.5,0.8,.102,-2.8,2.0,-0.8,0.1
Kris Dunn,PG,25,CHI,51,1269,12.1,.510,.327,.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,.085,-3.7,3.1,-0.6,0.4
Carsen Edwards,SG,21,BOS,37,351,6.9,.444,.594,.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,.014,-4.4,-0.2,-4.6,-0.2
Henry Ellenson,PF,23,BRK,5,15,-1.3,.143,.571,.000,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.183,-7.8,-3.1,-10.9,0.0
Wayne Ellington,SG,32,NYK,36,558,8.5,.509,.822,.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,.035,-1.9,-0.9,-2.9,-0.1
Joel Embiid,C,25,PHI,51,1506,25.8,.590,.215,.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,.192,3.7,1.0,4.7,2.5
James Ennis,SF,29,TOT,69,1265,11.5,.565,.471,.273,6.1,15.3,10.6,7.0,1.3,1.5,12.6,15.7,1.0,1.4,2.4,.090,-2.2,-0.4,-2.6,-0.2
James Ennis,SF,29,PHI,49,776,12.3,.564,.469,.270,6.8,14.5,10.7,7.3,1.4,1.5,10.9,15.7,0.9,0.9,1.7,.106,-1.5,0.0,-1.5,0.1
James Ennis,SF,29,ORL,20,489,10.3,.566,.474,.278,4.9,16.4,10.5,6.5,1.2,1.5,15.3,15.6,0.2,0.5,0.7,.064,-3.3,-1.1,-4.4,-0.3
Drew Eubanks,PF,22,SAS,22,272,17.3,.682,.015,.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,.134,-1.4,-0.3,-1.7,0.0
Jacob Evans,SG,22,TOT,29,418,5.5,.436,.291,.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,-0.7,0.2,-0.5,-0.056,-5.8,-1.3,-7.1,-0.5
Jacob Evans,SG,22,GSW,27,414,5.6,.439,.286,.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-0.5,-0.054,-5.7,-1.2,-7.0,-0.5
Jacob Evans,SG,22,MIN,2,4,-9.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.5,-16.1,0.0
Dante Exum,SG,24,TOT,35,485,10.3,.576,.361,.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,0.2,0.2,0.4,.043,-2.5,-0.4,-2.9,-0.1
Dante Exum,SG,24,UTA,11,83,4.8,.503,.261,.087,4.1,11.5,8.0,11.9,0.6,2.0,29.5,17.8,-0.2,0.1,-0.1,-0.056,-5.2,-0.5,-5.7,-0.1
Dante Exum,SG,24,CLE,24,402,11.5,.592,.385,.427,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,0.4,0.2,0.5,.063,-2.0,-0.4,-2.4,0.0
Tacko Fall,C,24,BOS,7,33,28.4,.751,.000,.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,.223,0.4,6.0,6.5,0.1
Derrick Favors,C,28,NOP,51,1243,18.5,.620,.021,.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,.162,0.7,0.3,1.0,0.9
Cristiano FelÃ­cio,PF,27,CHI,22,386,12.8,.671,.037,.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,.126,-1.4,-1.6,-3.0,-0.1
Terrance Ferguson,SF,21,OKC,56,1257,3.7,.481,.764,.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,.021,-4.8,0.3,-4.5,-0.8
Bruno Fernando,C,21,ATL,56,713,11.9,.542,.186,.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,.055,-3.2,-0.9,-4.1,-0.4
Yogi Ferrell,PG,26,SAC,50,530,12.2,.528,.420,.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,.060,-1.5,-0.3,-1.8,0.0
Dorian Finney-Smith,PF,26,DAL,71,2120,12.3,.595,.580,.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,.110,0.1,-0.3,-0.2,0.9
Bryn Forbes,SG,26,SAS,63,1579,11.1,.570,.656,.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,.047,-0.6,-2.1,-2.7,-0.3
Evan Fournier,SG,27,ORL,66,2076,16.4,.595,.467,.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,.106,1.4,-0.4,1.0,1.6
De'Aaron Fox,PG,22,SAC,51,1634,20.6,.558,.227,.420,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,.118,2.3,-0.5,1.8,1.6
Melvin Frazier,SG,23,ORL,19,126,9.8,.559,.471,.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,.057,-3.5,1.2,-2.3,0.0
Michael Frazier,SG,25,HOU,13,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.060,-8.9,-2.1,-11.0,-0.3
Tim Frazier,PG,29,DET,27,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,.016,-3.0,-1.6,-4.6,-0.2
Markelle Fultz,PG,21,ORL,72,1996,14.3,.517,.175,.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,.065,-1.8,0.0,-1.8,0.1
Wenyen Gabriel,PF,22,TOT,30,235,9.6,.546,.417,.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.0,0.2,0.2,.048,-3.7,-0.1,-3.8,-0.1
Wenyen Gabriel,PF,22,SAC,11,61,7.4,.444,.471,.588,7.2,11.3,9.2,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,0.0,-0.029,-4.4,0.5,-4.0,0.0
Wenyen Gabriel,PF,22,POR,19,174,10.3,.606,.387,.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,.075,-3.5,-0.3,-3.8,-0.1
Daniel Gafford,C,21,CHI,43,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,.146,-2.8,1.5,-1.3,0.1
Danilo Gallinari,PF,31,OKC,62,1834,19.5,.612,.537,.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,.166,4.1,-0.9,3.3,2.4
Langston Galloway,SG,28,DET,66,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,.087,0.0,-0.9,-0.8,0.5
Darius Garland,PG,20,CLE,59,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7
Marc Gasol,C,35,TOR,44,1161,11.8,.551,.530,.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3.0,.124,-1.2,2.8,1.6,1.1
Rudy Gay,PF,33,SAS,67,1461,15.4,.553,.369,.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,.068,0.0,-0.9,-0.8,0.4
Paul George,SF,29,LAC,48,1419,21.1,.589,.487,.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,.161,3.8,1.1,4.9,2.5
Taj Gibson,C,34,NYK,62,1025,16.1,.610,.049,.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,.120,-0.8,-0.3,-1.1,0.2
Harry Giles,PF,21,SAC,46,667,16.4,.580,.008,.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,0.8,0.8,1.6,.112,-2.2,0.9,-1.3,0.1
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,17.7,.568,.247,.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,.121,1.3,0.4,1.7,2.2
Rudy Gobert,C,27,UTA,68,2333,21.7,.699,.000,.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,.221,1.7,1.9,3.6,3.3
Brandon Goodwin,PG,24,ATL,34,430,11.6,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,.013,-1.6,-1.3,-2.9,-0.1
Aaron Gordon,PF,24,ORL,62,2017,15.1,.516,.309,.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,.087,-0.1,0.1,0.0,1.0
Eric Gordon,SF,31,HOU,36,1016,10.3,.510,.654,.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,.024,-1.8,-2.1,-3.9,-0.5
Devonte' Graham,PG,24,CHO,63,2211,15.8,.537,.607,.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,.073,2.5,-2.1,0.5,1.4
Treveon Graham,SG,26,TOT,55,929,6.6,.456,.496,.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,.009,-4.5,-1.0,-5.6,-0.8
Treveon Graham,SG,26,MIN,33,663,6.0,.447,.474,.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,-0.3,0.3,0.1,.004,-5.0,-0.8,-5.8,-0.6
Treveon Graham,SG,26,ATL,22,266,8.0,.478,.552,.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,0.0,0.1,0.1,.022,-3.3,-1.7,-4.9,-0.2
Jerami Grant,PF,25,DEN,71,1892,14.4,.591,.397,.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,.111,0.1,-0.6,-0.5,0.7
Jerian Grant,PG,27,WAS,6,80,6.6,.449,.296,.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018,-4.8,-2.0,-6.8,-0.1
Josh Gray,PG,26,NOP,2,23,-5.0,.500,.000,.000,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,-0.1,0.0,-0.1,-0.226,-11.3,-4.7,-16.0,-0.1
Danny Green,SG,32,LAL,68,1687,10.8,.552,.690,.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,0.8,2.5,3.4,.096,-1.1,1.5,0.5,1.1
Draymond Green,PF,29,GSW,43,1222,12.5,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,.044,-2.1,1.9,-0.2,0.6
JaMychal Green,PF,29,LAC,63,1307,11.1,.576,.676,.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,1.1,2.0,3.1,.115,-1.2,0.7,-0.5,0.5
Javonte Green,SF,26,BOS,48,468,13.1,.564,.262,.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,.113,-2.1,1.4,-0.7,0.2
Jeff Green,PF-C,33,TOT,48,960,13.7,.590,.532,.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,1.2,0.9,2.1,.104,0.0,-0.1,-0.1,0.5
Jeff Green,PF,33,UTA,30,553,10.0,.523,.533,.323,2.9,12.9,8.1,5.2,1.1,1.5,10.8,19.7,0.0,0.5,0.5,.046,-1.9,-0.2,-2.1,0.0
Jeff Green,C,33,HOU,18,407,18.6,.682,.530,.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,1.2,0.4,1.5,.183,2.5,0.1,2.6,0.5
Blake Griffin,PF,30,DET,18,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3
Marko Guduric,SG,24,MEM,44,484,8.8,.514,.529,.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,-0.3,0.4,0.1,.014,-2.7,-0.7,-3.4,-0.2
Kyle Guy,SG,22,SAC,3,10,6.6,.400,.600,.000,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.045,-7.5,-4.8,-12.3,0.0
Rui Hachimura,PF,21,WAS,48,1444,13.5,.535,.160,.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,.060,-1.2,-2.0,-3.2,-0.4
Devon Hall,SG,24,OKC,11,81,3.1,.298,.567,.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-5.8,-0.6,-6.4,-0.1
Donta Hall,PF,22,TOT,9,133,13.6,.652,.000,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,0.2,0.2,0.4,.137,-3.4,-0.3,-3.7,-0.1
Donta Hall,PF,22,DET,4,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,0.0,0.0,0.1,.067,-5.7,-1.3,-7.0,-0.1
Donta Hall,PF,22,BRK,5,85,17.2,.709,.000,.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,0.2,0.1,0.3,.177,-2.1,0.3,-1.8,0.0
Dusty Hannahs,SG,26,MEM,2,13,21.3,.607,.333,.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,.146,5.1,-2.1,3.1,0.0
Tim Hardaway Jr.,SG,27,DAL,71,2091,14.5,.581,.580,.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,.102,1.2,-1.4,-0.1,1.0
James Harden,SG,30,HOU,68,2483,29.1,.626,.557,.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,.254,8.1,1.6,9.6,7.3
Maurice Harkless,SF,26,TOT,62,1427,9.8,.572,.346,.233,4.1,13.3,8.8,6.4,1.9,2.1,14.5,10.7,0.8,1.9,2.7,.090,-2.6,1.9,-0.7,0.5
